time_value,PCR_Positive_Cases_by_Specimen_Date,Antigen_Positive_Cases_by_Specimen_Date,reinfect,cases,perc_reinfect
2022-02-05,3427,656,290,4083,7.102620622
2022-02-06,2705,633,256,3338,7.669263032
2022-02-07,7044,2099,801,9143,8.760800612
2022-02-08,5449,1581,588,7030,8.364153627
2022-02-09,4849,1323,531,6172,8.603370058
2022-02-10,4213,1187,487,5400,9.018518519
2022-02-11,3605,912,351,4517,7.770644233
2022-02-12,1904,430,173,2334,7.412167952
2022-02-13,1488,405,149,1893,7.871104068
2022-02-14,3834,1155,431,4989,8.639005813
2022-02-15,2974,881,337,3855,8.741893645
2022-02-16,2948,738,274,3686,7.433532284
2022-02-17,2421,665,261,3086,8.457550227
2022-02-18,2120,533,206,2653,7.764794572
2022-02-19,1090,334,107,1424,7.514044944
2022-02-20,888,290,79,1178,6.706281834
2022-02-21,2259,726,273,2985,9.145728643
2022-02-22,1886,486,213,2372,8.979763912
2022-02-23,1541,426,160,1967,8.13421454
2022-02-24,1267,376,140,1643,8.520998174
2022-02-25,1161,274,109,1435,7.595818815
2022-02-26,583,136,58,719,8.066759388
2022-02-27,448,139,44,587,7.495741056
2022-02-28,1227,372,115,1599,7.191994997
2022-03-01,895,257,95,1152,8.246527778
2022-03-02,857,238,100,1095,9.132420091
2022-03-03,783,216,91,999,9.109109109
2022-03-04,623,135,48,758,6.332453826
2022-03-05,332,78,29,410,7.073170732
2022-03-06,275,87,26,362,7.182320442
2022-03-07,743,180,81,923,8.775731311
2022-03-08,529,149,56,678,8.259587021
2022-03-09,524,140,52,664,7.831325301
2022-03-10,424,121,42,545,7.706422018
2022-03-11,386,101,34,487,6.981519507
2022-03-12,231,58,23,289,7.958477509
2022-03-13,182,59,14,241,5.809128631
2022-03-14,543,127,65,670,9.701492537
2022-03-15,420,82,45,502,8.964143426
2022-03-16,412,91,33,503,6.560636183
2022-03-17,380,114,37,494,7.489878543
2022-03-18,310,71,23,381,6.036745407
2022-03-19,176,40,12,216,5.555555556
2022-03-20,158,50,11,208,5.288461538
2022-03-21,452,127,45,579,7.772020725
2022-03-22,372,99,41,471,8.704883227
2022-03-23,423,114,41,537,7.635009311
2022-03-24,323,108,46,431,10.67285383
2022-03-25,310,65,22,375,5.866666667
2022-03-26,197,45,21,242,8.67768595
2022-03-27,170,62,21,232,9.051724138
2022-03-28,406,116,35,522,6.704980843
2022-03-29,440,113,49,553,8.860759494
2022-03-30,425,117,41,542,7.564575646
2022-03-31,411,126,50,537,9.310986965
2022-04-01,351,89,27,440,6.136363636
2022-04-02,230,48,21,278,7.553956835
2022-04-03,227,52,19,279,6.810035842
2022-04-04,556,180,62,736,8.423913043
2022-04-05,597,143,62,740,8.378378378
2022-04-06,672,169,62,841,7.372175981
2022-04-07,696,165,87,861,10.10452962
2022-04-08,780,149,73,929,7.857911733
2022-04-09,469,81,36,550,6.545454545
2022-04-10,383,87,35,470,7.446808511
2022-04-11,1053,240,102,1293,7.88863109
2022-04-12,1041,224,93,1265,7.351778656
2022-04-13,1217,305,118,1522,7.752956636
2022-04-14,1116,269,143,1385,10.32490975
2022-04-15,791,177,85,968,8.780991736
2022-04-16,636,137,52,773,6.727037516
2022-04-17,391,74,39,465,8.387096774
2022-04-18,1498,389,184,1887,9.750927398
2022-04-19,1360,350,173,1710,10.11695906
2022-04-20,1402,347,155,1749,8.862206975
2022-04-21,1344,352,170,1696,10.02358491
2022-04-22,1249,225,105,1474,7.123473541
2022-04-23,837,200,78,1037,7.521697203
2022-04-24,816,212,91,1028,8.852140078
2022-04-25,1947,531,235,2478,9.483454399
2022-04-26,1743,449,195,2192,8.895985401
2022-04-27,1872,393,193,2265,8.520971302
2022-04-28,1571,376,172,1947,8.834103749
2022-04-29,1542,391,151,1933,7.811691671
2022-04-30,1031,247,93,1278,7.276995305
2022-05-01,964,212,97,1176,8.24829932
2022-05-02,2514,678,302,3192,9.461152882
2022-05-03,2387,618,276,3005,9.18469218
2022-05-04,2454,640,256,3094,8.274078862
2022-05-05,2267,639,291,2906,10.01376462
2022-05-06,2037,516,223,2553,8.734821778
2022-05-07,1474,303,143,1777,8.047270681
2022-05-08,1300,323,118,1623,7.270486753
2022-05-09,3409,838,446,4247,10.50153049
2022-05-10,3200,761,356,3961,8.987629387
2022-05-11,3218,732,400,3950,10.12658228
2022-05-12,3172,775,370,3947,9.374208259
2022-05-13,3084,724,338,3808,8.87605042
2022-05-14,2111,384,204,2495,8.176352705
2022-05-15,1838,435,199,2273,8.754949406
2022-05-16,4180,1136,534,5316,10.04514673
2022-05-17,3968,979,493,4947,9.965635739
2022-05-18,4112,967,516,5079,10.15948021
2022-05-19,3831,967,492,4798,10.25427261
2022-05-20,3197,805,426,4002,10.64467766
2022-05-21,1999,446,216,2445,8.834355828
2022-05-22,1947,458,212,2405,8.814968815
2022-05-23,4288,1232,585,5520,10.59782609
2022-05-24,3834,964,499,4798,10.40016674
2022-05-25,3703,986,493,4689,10.51396886
2022-05-26,3412,958,435,4370,9.95423341
2022-05-27,2989,800,416,3789,10.97915017
2022-05-28,2012,508,224,2520,8.888888889
2022-05-29,1888,460,221,2348,9.412265758
2022-05-30,1300,524,212,1824,11.62280702
2022-05-31,5178,1268,733,6446,11.37139311
2022-06-01,4184,998,602,5182,11.61713624
2022-06-02,3637,929,500,4566,10.95050372
2022-06-03,2870,793,422,3663,11.52061152
2022-06-04,1828,478,238,2306,10.32090199
2022-06-05,1788,390,228,2178,10.46831956
2022-06-06,3810,1083,580,4893,11.85366851
2022-06-07,3318,855,486,4173,11.64629763
2022-06-08,3230,804,466,4034,11.55180962
2022-06-09,2913,811,439,3724,11.78839957
2022-06-10,2692,660,392,3352,11.69451074
2022-06-11,1683,400,246,2083,11.80988958
2022-06-12,1652,392,251,2044,12.27984344
2022-06-13,3311,1048,552,4359,12.66345492
2022-06-14,3061,806,529,3867,13.67985518
2022-06-15,3066,828,486,3894,12.4807396
2022-06-16,2877,785,479,3662,13.080284
2022-06-17,2675,610,406,3285,12.35920852
2022-06-18,1702,412,219,2114,10.35950804
2022-06-19,1528,426,220,1954,11.25895599
2022-06-20,3246,1035,575,4281,13.43144125
2022-06-21,3285,933,534,4218,12.66002845
2022-06-22,3224,844,518,4068,12.73352999
2022-06-23,2968,869,542,3837,14.12561897
2022-06-24,2835,797,541,3632,14.89537445
2022-06-25,1756,513,289,2269,12.7368885
2022-06-26,1732,501,285,2233,12.76309897
2022-06-27,3782,1231,703,5013,14.0235388
2022-06-28,3498,1014,617,4512,13.67464539
2022-06-29,3592,962,666,4554,14.62450593
2022-06-30,3264,971,617,4235,14.5690673
2022-07-01,2995,824,505,3819,13.2233569
2022-07-02,1774,527,306,2301,13.29856584
2022-07-03,1727,473,270,2200,12.27272727
2022-07-04,1247,570,284,1817,15.6301596
2022-07-05,4494,1456,855,5950,14.3697479
2022-07-06,3949,1146,737,5095,14.46516192
2022-07-07,3698,1151,694,4849,14.31222933
2022-07-08,3328,973,647,4301,15.04301325
2022-07-09,2146,519,366,2665,13.73358349
2022-07-10,2083,549,372,2632,14.1337386
2022-07-11,4304,1441,898,5745,15.63098346
2022-07-12,3902,1111,728,5013,14.52224217
2022-07-13,3612,1084,722,4696,15.37478705
2022-07-14,3596,1083,707,4679,15.11006625
2022-07-15,3252,987,613,4239,14.46095777
2022-07-16,2257,585,407,2842,14.32090077
2022-07-17,2254,646,431,2900,14.86206897
2022-07-18,5021,1557,1059,6578,16.09911827
2022-07-19,4523,1246,928,5769,16.08597677
2022-07-20,4396,1300,887,5696,15.57233146
2022-07-21,3990,1339,822,5329,15.42503284
2022-07-22,3827,1149,738,4976,14.83118971
2022-07-23,2604,625,469,3229,14.52462063
2022-07-24,2426,643,445,3069,14.49983708
2022-07-25,5210,1701,1202,6911,17.39256258
2022-07-26,4410,1286,937,5696,16.45014045
2022-07-27,4519,1181,907,5700,15.9122807
2022-07-28,3954,1234,856,5188,16.49961449
2022-07-29,3606,1046,767,4652,16.48753224
2022-07-30,2411,622,418,3033,13.78173426
2022-07-31,2399,580,473,2979,15.87781135
2022-08-01,4675,1504,1090,6179,17.64039489
2022-08-02,4210,1168,864,5378,16.06545184
2022-08-03,4071,1158,829,5229,15.85389176
2022-08-04,3821,1064,835,4885,17.09314227
2022-08-05,3360,810,638,4170,15.29976019
2022-08-06,2117,542,398,2659,14.9680331
2022-08-07,2065,577,399,2642,15.10219531
2022-08-08,4227,1328,952,5555,17.13771377
2022-08-09,3869,1026,800,4895,16.34320735
2022-08-10,3614,952,772,4566,16.90757775
2022-08-11,3269,901,712,4170,17.07434053
2022-08-12,2748,773,588,3521,16.69980119
2022-08-13,1896,445,397,2341,16.95856472
2022-08-14,1668,459,326,2127,15.32675129
2022-08-15,3283,1123,771,4406,17.49886518
2022-08-16,3075,801,636,3876,16.40866873
2022-08-17,3064,783,658,3847,17.10423707
2022-08-18,2636,784,600,3420,17.54385965
2022-08-19,2455,719,501,3174,15.78449905
2022-08-20,1552,390,264,1942,13.59423275
2022-08-21,1559,376,273,1935,14.10852713
2022-08-22,3359,1133,766,4492,17.05253785
2022-08-23,2781,860,593,3641,16.28673441
2022-08-24,2917,848,599,3765,15.90969456
2022-08-25,2594,826,573,3420,16.75438596
2022-08-26,2286,619,457,2905,15.73149742
2022-08-27,1502,362,294,1864,15.77253219
2022-08-28,1573,414,310,1987,15.60140916
2022-08-29,3157,1083,739,4240,17.42924528
2022-08-30,2712,929,623,3641,17.11068388
2022-08-31,2742,844,628,3586,17.5125488
2022-09-01,2351,848,567,3199,17.72428884
2022-09-02,2137,739,421,2876,14.63838665
2022-09-03,1366,399,284,1765,16.09065156
2022-09-04,1396,392,270,1788,15.10067114
2022-09-05,1215,580,303,1795,16.88022284
2022-09-06,3682,1246,843,4928,17.10633117
2022-09-07,3100,1006,718,4106,17.48660497
2022-09-08,2557,914,616,3471,17.74704696
2022-09-09,2238,717,498,2955,16.85279188
2022-09-10,1453,395,294,1848,15.90909091
2022-09-11,1404,395,299,1799,16.62034464
2022-09-12,3033,1181,740,4214,17.56051258
2022-09-13,2612,906,609,3518,17.31097214
2022-09-14,2428,762,557,3190,17.46081505
2022-09-15,2134,732,486,2866,16.95743196
2022-09-16,1897,619,430,2516,17.09062003
2022-09-17,1204,292,245,1496,16.37700535
2022-09-18,1242,318,233,1560,14.93589744
2022-09-19,2437,858,579,3295,17.57207891
2022-09-20,2153,701,486,2854,17.0287316
2022-09-21,1988,673,399,2661,14.99436302
2022-09-22,1803,629,401,2432,16.48848684
2022-09-23,1554,462,318,2016,15.77380952
2022-09-24,864,234,165,1098,15.0273224
2022-09-25,850,239,189,1089,17.3553719
2022-09-26,1915,647,443,2562,17.29117877
2022-09-27,1677,501,332,2178,15.24334252
2022-09-28,1595,445,361,2040,17.69607843
2022-09-29,1282,366,260,1648,15.77669903
2022-09-30,851,267,212,1118,18.96243292
2022-10-01,729,215,118,944,12.5
2022-10-02,777,215,157,992,15.8266129
2022-10-03,1446,593,367,2039,17.99901913
2022-10-04,1175,459,276,1634,16.89106487
2022-10-05,1301,381,260,1682,15.45778835
2022-10-06,1076,348,235,1424,16.50280899
2022-10-07,1013,317,178,1330,13.38345865
2022-10-08,634,231,124,865,14.33526012
2022-10-09,561,179,113,740,15.27027027
2022-10-10,1173,503,341,1676,20.34606205
2022-10-11,1097,360,229,1457,15.71722718
2022-10-12,1027,386,234,1413,16.56050955
2022-10-13,1043,397,256,1440,17.77777778
2022-10-14,821,301,188,1122,16.75579323
2022-10-15,549,180,104,729,14.26611797
2022-10-16,499,167,112,666,16.81681682
2022-10-17,1153,472,294,1625,18.09230769
2022-10-18,869,361,215,1230,17.4796748
2022-10-19,866,342,213,1208,17.63245033
2022-10-20,855,336,213,1191,17.88413098
2022-10-21,789,283,181,1072,16.88432836
2022-10-22,574,162,118,736,16.0326087
2022-10-23,595,204,126,799,15.76971214
2022-10-24,1267,455,298,1722,17.30545877
2022-10-25,1051,405,254,1456,17.44505495
2022-10-26,1145,419,262,1564,16.75191816
2022-10-27,1018,320,237,1338,17.71300448
2022-10-28,931,273,203,1204,16.86046512
2022-10-29,530,172,116,702,16.52421652
2022-10-30,545,150,108,695,15.53956835
2022-10-31,1044,449,257,1493,17.21366376
2022-11-01,1119,416,263,1535,17.13355049
2022-11-02,1073,366,297,1439,20.63933287
2022-11-03,1005,377,237,1382,17.14905933
2022-11-04,886,302,220,1188,18.51851852
2022-11-05,563,150,112,713,15.70827489
2022-11-06,517,152,104,669,15.54559043
2022-11-07,1069,374,277,1443,19.1961192
2022-11-08,921,288,225,1209,18.61042184
2022-11-09,915,296,222,1211,18.33195706
2022-11-10,711,233,182,944,19.27966102
2022-11-11,602,200,153,802,19.07730673
2022-11-12,517,113,100,630,15.87301587
2022-11-13,393,108,80,501,15.96806387
2022-11-14,900,373,242,1273,19.0102121
2022-11-15,766,255,186,1021,18.21743389
2022-11-16,732,262,186,994,18.71227364
2022-11-17,749,229,175,978,17.89366053
2022-11-18,697,206,164,903,18.16168328
2022-11-19,438,112,96,550,17.45454545
2022-11-20,427,142,84,569,14.76274165
2022-11-21,1050,382,298,1432,20.81005587
2022-11-22,879,383,233,1262,18.46275753
2022-11-23,884,283,233,1167,19.96572408
2022-11-24,298,82,58,380,15.26315789
2022-11-25,828,336,225,1164,19.32989691
2022-11-26,714,229,173,943,18.3457052
2022-11-27,801,208,181,1009,17.93855302
2022-11-28,1762,629,475,2391,19.86616478
2022-11-29,1582,555,435,2137,20.35563875
2022-11-30,1479,517,393,1996,19.68937876
2022-12-01,1223,483,332,1706,19.46072685
2022-12-02,1165,455,304,1620,18.7654321
2022-12-03,687,256,177,943,18.76988335
2022-12-04,779,272,205,1051,19.50523311
2022-12-05,1692,697,495,2389,20.71996651
2022-12-06,1704,618,474,2322,20.41343669
2022-12-07,1620,618,469,2238,20.9562109
2022-12-08,1644,725,506,2369,21.3592233
2022-12-09,1590,570,416,2160,19.25925926
2022-12-10,968,379,241,1347,17.89161099
2022-12-11,1055,381,262,1436,18.24512535
2022-12-12,2158,953,657,3111,21.11861138
2022-12-13,2012,835,607,2847,21.32068844
2022-12-14,2094,904,632,2998,21.08072048
2022-12-15,1888,792,550,2680,20.52238806
2022-12-16,1877,745,540,2622,20.59496568
2022-12-17,1317,521,327,1838,17.79107726
2022-12-18,1209,537,372,1746,21.30584192
2022-12-19,2705,1193,871,3898,22.3447922
2022-12-20,2626,1130,826,3756,21.9914803
2022-12-21,2669,1156,798,3825,20.8627451
2022-12-22,2448,1100,757,3548,21.33596392
2022-12-23,1926,916,555,2842,19.52850106
2022-12-24,1133,500,298,1633,18.24862217
2022-12-25,733,243,174,976,17.82786885
2022-12-26,2122,1203,711,3325,21.38345865
2022-12-27,3051,1396,970,4447,21.81245784
2022-12-28,3129,1411,975,4540,21.47577093
2022-12-29,3118,1319,945,4437,21.29817444
2022-12-30,2776,1225,837,4001,20.91977006
2022-12-31,1660,667,478,2327,20.5414697
2023-01-01,1136,445,303,1581,19.16508539
2023-01-02,2487,1160,822,3647,22.53907321
2023-01-03,3181,1351,994,4532,21.93292145
2023-01-04,3012,1234,920,4246,21.66745172
2023-01-05,2450,965,794,3415,23.25036603
2023-01-06,2214,809,612,3023,20.24478994
2023-01-07,1216,393,281,1609,17.46426352
2023-01-08,985,438,292,1423,20.52002811
2023-01-09,2292,957,798,3249,24.56140351
2023-01-10,1930,787,564,2717,20.75818918
2023-01-11,1831,756,593,2587,22.92230383
2023-01-12,1653,698,554,2351,23.56444066
2023-01-13,1439,573,452,2012,22.46520875
2023-01-14,923,328,279,1251,22.30215827
2023-01-15,835,319,237,1154,20.5372617
2023-01-16,1411,671,468,2082,22.47838617
2023-01-17,1929,771,624,2700,23.11111111
2023-01-18,1725,711,560,2436,22.98850575
2023-01-19,1568,551,484,2119,22.84096272
2023-01-20,1438,583,418,2021,20.68283028
2023-01-21,898,331,282,1229,22.94548413
2023-01-22,828,320,299,1148,26.04529617
2023-01-23,1752,772,602,2524,23.85103011
2023-01-24,1561,651,510,2212,23.05605787
2023-01-25,1532,655,546,2187,24.96570645
2023-01-26,1409,650,512,2059,24.86644002
2023-01-27,1238,529,391,1767,22.1279004
2023-01-28,822,299,252,1121,22.47992864
2023-01-29,762,315,223,1077,20.70566388
2023-01-30,1740,701,581,2441,23.80172061
2023-01-31,1511,689,490,2200,22.27272727
2023-02-01,1533,657,525,2190,23.97260274
2023-02-02,1285,585,478,1870,25.56149733
2023-02-03,1177,472,395,1649,23.95391146
2023-02-04,656,265,231,921,25.08143322
2023-02-05,685,264,221,949,23.28767123
2023-02-06,1579,724,589,2303,25.57533652
2023-02-07,1513,602,486,2115,22.9787234
2023-02-08,1367,533,439,1900,23.10526316
2023-02-09,1279,541,428,1820,23.51648352
2023-02-10,1125,429,361,1554,23.23037323
2023-02-11,667,238,185,905,20.44198895
2023-02-12,610,251,198,861,22.99651568
2023-02-13,1302,648,522,1950,26.76923077
2023-02-14,1154,463,371,1617,22.94372294
2023-02-15,1145,493,398,1638,24.2979243
2023-02-16,1107,454,395,1561,25.30429212
2023-02-17,979,360,298,1339,22.25541449
2023-02-18,545,201,158,746,21.17962466
2023-02-19,532,214,160,746,21.44772118
2023-02-20,1036,483,384,1519,25.27978934
2023-02-21,1033,422,341,1455,23.43642612
2023-02-22,928,352,316,1280,24.6875
2023-02-23,816,338,269,1154,23.3102253
2023-02-24,752,270,261,1022,25.53816047
2023-02-25,464,152,137,616,22.24025974
2023-02-26,374,145,115,519,22.15799615
2023-02-27,773,393,267,1166,22.89879931
2023-02-28,767,296,242,1063,22.76575729
2023-03-01,595,294,190,889,21.37232846
