sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2022-06-15,1065.727881,South,OK,"Oklahoma County, OK",40109
2022-06-15,1150.686612,South,FL,"Orange County, FL",12095
2022-06-15,926.1090138,Northeast,VT,"Orleans County, VT",50019
2022-06-15,739.6742445,Northeast,ME,"Oxford County, ME",23017
2022-06-15,1028.652845,Midwest,SD,"Pennington County, SD",46103
2022-06-15,400.1285001,Northeast,ME,"Penobscot County, ME",23019
2022-06-15,999.4726107,Midwest,IL,"Peoria County, IL",17143
2022-06-15,968.8328157,South,VA,"Petersburg city, VA",51730
2022-06-15,549.4716157,South,SC,"Pickens County, SC",45077
2022-06-15,443.3278396,West,AZ,"Pima County, AZ",4019
2022-06-15,882.5814346,South,FL,"Pinellas County, FL",12103
2022-06-15,786.1114636,Northeast,ME,"Piscataquis County, ME",23021
2022-06-15,621.0179128,Northeast,MA,"Plymouth County, MA",25023
2022-06-15,501.2253533,Midwest,IA,"Polk County, IA",19153
2022-06-15,585.9220661,Northeast,RI,"Providence County, RI",44007
2022-06-15,693.2968389,South,AR,"Pulaski County, AR",5119
2022-06-15,712.4660854,South,VA,"Pulaski County, VA",51155
2022-06-15,870.7715816,South,LA,"Rapides Parish, LA",22079
2022-06-15,538.2668447,Midwest,KS,"Reno County, KS",20155
2022-06-15,824.9016743,South,GA,"Richmond County, GA",13245
2022-06-15,202.1053243,West,CA,"Riverside County, CA",6065
2022-06-15,522.5633566,West,CA,"Sacramento County, CA",6067
2022-06-15,395.1421058,Northeast,ME,"Sagadahoc County, ME",23023
2022-06-15,711.5446079,West,UT,"Salt Lake County, UT",49035
2022-06-15,521.4500096,West,CA,"San Diego County, CA",6073
2022-06-15,1418.087794,West,CA,"San Luis Obispo County, CA",6079
2022-06-15,745.9638768,West,CA,"Santa Cruz County, CA",6087
2022-06-15,1842.639872,West,NM,"Santa Fe County, NM",35049
2022-06-15,341.0660178,Midwest,KS,"Sedgwick County, KS",20173
2022-06-15,1004.435333,South,FL,"Seminole County, FL",12117
2022-06-15,456.4334233,Midwest,KS,"Shawnee County, KS",20177
2022-06-15,436.2759355,West,WA,"Skagit County, WA",53057
2022-06-15,1043.775381,West,WA,"Snohomish County, WA",53061
2022-06-15,499.3483817,West,CA,"Sonoma County, CA",6097
2022-06-15,1087.281587,US Territories,VI,"St. Croix Island, VI",78010
2022-06-15,87.96395396,US Territories,VI,"St. John Island, VI",78020
2022-06-15,708.3795574,South,MD,"St. Mary's County, MD",24037
2022-06-15,3091.266268,US Territories,VI,"St. Thomas Island, VI",78030
2022-06-15,701.4671624,South,VA,"Stafford County, VA",51179
2022-06-15,688.6255609,Northeast,MA,"Suffolk County, MA",25025
2022-06-15,1536.020188,Northeast,NH,"Sullivan County, NH",33019
2022-06-15,908.9633416,South,TN,"Sullivan County, TN",47163
2022-06-15,462.7677794,Midwest,OH,"Summit County, OH",39153
2022-06-15,512.8954849,Midwest,IN,"Tippecanoe County, IN",18157
2022-06-15,515.4247532,South,TX,"Travis County, TX",48453
2022-06-15,1103.63094,Northeast,NJ,"Union County, NJ",34039
2022-06-15,471.4209215,South,NC,"Vance County, NC",37181
2022-06-15,435.4916413,Northeast,ME,"Waldo County, ME",23027
2022-06-15,554.5557307,South,MD,"Washington County, MD",24043
2022-06-15,1482.169748,Northeast,ME,"Washington County, ME",23029
2022-06-15,700.0870819,Northeast,RI,"Washington County, RI",44009
2022-06-15,827.9004017,South,DC,"Washington, DC",11001
2022-06-15,832.3955884,West,NV,"Washoe County, NV",32031
2022-06-15,208.5818768,South,TX,"Webb County, TX",48479
2022-06-15,353.2395305,Northeast,PA,"Westmoreland County, PA",42129
2022-06-15,533.1752687,Midwest,IL,"Winnebago County, IL",17201
2022-06-15,1328.655851,South,VA,"Wise County, VA",51195
2022-06-15,895.4318851,Northeast,MA,"Worcester County, MA",25027
2022-06-15,631.1522908,West,OR,"Yamhill County, OR",41071
2022-06-15,810.3730773,West,AZ,"Yavapai County, AZ",4025
2022-06-15,1333.592372,Northeast,ME,"York County, ME",23031
2022-06-22,1899.892654,West,ID,"Ada County, ID",16001
2022-06-22,606.0665159,West,CA,"Alameda County, CA",6001
2022-06-22,672.8898508,South,VA,"Alexandria City, VA",51510
2022-06-22,489.5924881,South,MD,"Allegany County, MD",24001
2022-06-22,1217.840984,South,VA,"Alleghany County, VA",51005
2022-06-22,530.8663414,Midwest,KS,"Allen County, KS",20001
2022-06-22,1103.374564,Northeast,ME,"Androscoggin County, ME",23001
2022-06-22,812.9447152,South,MD,"Anne Arundel County, MD",24003
2022-06-22,1306.050565,West,CO,"Arapahoe County, CO",8005
2022-06-22,796.0356841,South,VA,"Arlington County, VA",51013
2022-06-22,563.421624,Northeast,ME,"Aroostook County, ME",23003
2022-06-22,808.4097574,Northeast,MA,"Barnstable County, MA",25001
2022-06-22,269.5458972,South,OK,"Beckham County, OK",40009
2022-06-22,552.9692013,Northeast,VT,"Bennington County, VT",50003
2022-06-22,1838.98382,South,AR,"Benton County, AR",5007
2022-06-22,694.7012334,West,WA,"Benton County, WA",53005
2022-06-22,478.670039,Northeast,MA,"Berkshire County, MA",25003
2022-06-22,651.2943327,West,NM,"Bernalillo County, NM",35001
2022-06-22,528.8415383,South,TN,"Bradley County, TN",47011
2022-06-22,231.8964091,Northeast,MA,"Bristol County, MA",25005
2022-06-22,635.9346861,Northeast,RI,"Bristol County, RI",44001
2022-06-22,638.9919437,Northeast,PA,"Butler County, PA",42019
2022-06-22,1009.403041,Midwest,MO,"Cape Girardeau County, MO",29031
2022-06-22,560.0778372,Northeast,NH,"Carroll County, NH",33003
2022-06-22,338.9251847,South,OK,"Carter County, OK",40019
2022-06-22,837.9927898,Northeast,PA,"Chester County, PA",42029
2022-06-22,908.0318081,Northeast,VT,"Chittenden County, VT",50007
2022-06-22,1949.307766,West,OR,"Clackamas County, OR",41005
2022-06-22,873.4536388,West,NV,"Clark County, NV",32003
2022-06-22,1208.325379,West,WA,"Clark County, WA",53011
2022-06-22,751.4381327,West,CA,"Contra Costa County, CA",6013
2022-06-22,379.6809473,Midwest,IL,"Cook County, IL",17031
2022-06-22,665.4896106,Northeast,ME,"Cumberland County, ME",23005
2022-06-22,558.2693759,South,NC,"Cumberland County, NC",37051
2022-06-22,220.1746581,West,MT,"Custer County, MT",30017
2022-06-22,772.4017577,Midwest,MN,"Dakota County, MN",27037
2022-06-22,305.5824843,South,TX,"Dallas County, TX",48113
2022-06-22,588.9246636,Midwest,WI,"Dane County, WI",55025
2022-06-22,632.8069609,Northeast,PA,"Dauphin County, PA",42043
2022-06-22,1792.267202,West,UT,"Davis County, UT",49011
2022-06-22,1378.790499,South,GA,"DeKalb County, GA",13089
2022-06-22,755.1111682,Midwest,IN,"Delaware County, IN",18035
2022-06-22,539.6350301,South,NC,"Duplin County, NC",37061
2022-06-22,785.138189,South,LA,"East Baton Rouge Parish, LA",22033
2022-06-22,1013.787058,West,CA,"El Dorado County, CA",6017
2022-06-22,622.8160868,West,NV,"Elko County, NV",32007
2022-06-22,417.755959,Northeast,PA,"Erie County, PA",42049
2022-06-22,873.5783881,Northeast,MA,"Essex County, MA",25009
2022-06-22,493.3685791,Northeast,NJ,"Essex County, NJ",34013
2022-06-22,522.6724958,Northeast,CT,"Fairfield County, CT",9001
2022-06-22,836.8835656,South,SC,"Florence County, SC",45041
2022-06-22,200.4438997,Midwest,KS,"Ford County, KS",20057
2022-06-22,705.7615539,Northeast,MA,"Franklin County, MA",25011
2022-06-22,551.4093736,Northeast,PA,"Franklin County, PA",42055
2022-06-22,916.825446,South,VA,"Franklin County, VA",51067
2022-06-22,627.7495978,Northeast,VT,"Franklin County, VT",50011
2022-06-22,682.1805366,South,VA,"Frederick County, VA",51069
2022-06-22,693.3141357,West,CO,"Garfield County, CO",8045
2022-06-22,497.728974,South,SC,"Greenville County, SC",45045
2022-06-22,882.36287,South,SC,"Greenwood County, SC",45047
2022-06-22,858.5974254,Midwest,IN,"Hamilton County, IN",18057
2022-06-22,1119.14407,South,TN,"Hamilton County, TN",47065
2022-06-22,630.5539929,Northeast,MA,"Hampden County, MA",25013
2022-06-22,614.8025248,Northeast,MA,"Hampshire County, MA",25015
2022-06-22,123.4842395,Northeast,ME,"Hancock County, ME",23009
2022-06-22,724.8696483,South,VA,"Hanover County, VA",51085
2022-06-22,861.4282543,South,KY,"Harrison County, KY",21097
2022-06-22,638.6265748,Northeast,CT,"Hartford County, CT",9003
2022-06-22,1099.26597,West,HI,"Hawaii County, HI",15001
2022-06-22,739.3495462,Midwest,MN,"Hennepin County, MN",27053
2022-06-22,809.6990035,South,FL,"Hillsborough County, FL",12057
2022-06-22,987.0170876,West,HI,"Honolulu County, HI",15003
2022-06-22,1035.806001,Northeast,PA,"Indiana County, PA",42063
2022-06-22,812.1640945,South,KY,"Jefferson County, KY",21111
2022-06-22,955.1886081,Midwest,KS,"Johnson County, KS",20091
2022-06-22,454.2370004,Midwest,IL,"Kankakee County, IL",17091
2022-06-22,2472.717643,West,HI,"Kauai County, HI",15007
2022-06-22,761.9193479,Northeast,ME,"Kennebec County, ME",23011
2022-06-22,739.063984,Northeast,RI,"Kent County, RI",44003
2022-06-22,969.024383,South,KY,"Kenton County, KY",21117
2022-06-22,468.1929999,West,CA,"Kings County, CA",6031
2022-06-22,1035.154751,Northeast,ME,"Knox County, ME",23013
2022-06-22,286.5276419,Midwest,IN,"Kosciusko County, IN",18085
2022-06-22,323.2508141,West,AZ,"La Paz County, AZ",4012
2022-06-22,654.4639964,Northeast,PA,"Lackawanna County, PA",42069
2022-06-22,560.1347041,West,CA,"Lake County, CA",6033
2022-06-22,403.5086791,Midwest,IN,"Lake County, IN",18089
2022-06-22,1378.87095,West,ID,"Latah County, ID",16057
2022-06-22,198.2748383,Midwest,MI,"Leelanau County, MI",26089
2022-06-22,1056.946784,Northeast,ME,"Lincoln County, ME",23015
2022-06-22,5411.633057,West,NM,"Los Alamos County, NM",35028
2022-06-22,485.8847516,West,CA,"Los Angeles County, CA",6037
2022-06-22,1626.523853,South,VA,"Loudoun County, VA",51107
2022-06-22,461.0187074,Northeast,PA,"Luzerne County, PA",42079
2022-06-22,577.4684052,Midwest,WI,"Marathon County, WI",55073
2022-06-22,1928.069901,Northeast,NH,"Merrimack County, NH",33013
2022-06-22,1318.409889,South,FL,"Miami-Dade County, FL",12086
2022-06-22,421.4553201,Northeast,CT,"Middlesex County, CT",9007
2022-06-22,845.9386203,Northeast,MA,"Middlesex County, MA",25017
2022-06-22,583.4849538,Northeast,NJ,"Middlesex County, NJ",34023
2022-06-22,520.4693847,Midwest,SD,"Minnehaha County, SD",46099
2022-06-22,484.585836,South,AR,"Mississippi County, AR",5093
2022-06-22,613.8739833,West,AZ,"Mohave County, AZ",4015
2022-06-22,1419.797153,Northeast,NJ,"Monmouth County, NJ",34025
2022-06-22,704.6799284,Midwest,IN,"Monroe County, IN",18105
2022-06-22,1186.219079,West,CA,"Monterey County, CA",6053
2022-06-22,573.6218357,Northeast,PA,"Montgomery County, PA",42091
2022-06-22,1377.602953,West,OR,"Multnomah County, OR",41051
2022-06-22,652.8230804,South,DE,"New Castle County, DE",10003
2022-06-22,561.8604144,Northeast,CT,"New Haven County, CT",9009
2022-06-22,986.6503347,Northeast,CT,"New London County, CT",9011
2022-06-22,404.3043531,South,WV,"Ohio County, WV",54069
2022-06-22,898.8735637,South,OK,"Oklahoma County, OK",40109
2022-06-22,1397.094678,South,FL,"Orange County, FL",12095
2022-06-22,858.1496684,Northeast,VT,"Orleans County, VT",50019
2022-06-22,534.0254812,Northeast,ME,"Oxford County, ME",23017
2022-06-22,1008.055854,South,FL,"Palm Beach County, FL",12099
2022-06-22,982.8749474,Midwest,SD,"Pennington County, SD",46103
2022-06-22,421.4312246,Northeast,ME,"Penobscot County, ME",23019
2022-06-22,774.7224836,Midwest,IL,"Peoria County, IL",17143
2022-06-22,883.8182253,South,VA,"Petersburg city, VA",51730
2022-06-22,448.1785402,West,AZ,"Pima County, AZ",4019
2022-06-22,1060.411814,South,FL,"Pinellas County, FL",12103
2022-06-22,4214.138762,Northeast,ME,"Piscataquis County, ME",23021
2022-06-22,788.133797,Northeast,MA,"Plymouth County, MA",25023
2022-06-22,439.284032,Midwest,IA,"Polk County, IA",19153
2022-06-22,642.1413548,Northeast,RI,"Providence County, RI",44007
2022-06-22,762.7722514,South,AR,"Pulaski County, AR",5119
2022-06-22,1026.914517,South,VA,"Pulaski County, VA",51155
2022-06-22,1202.261936,South,LA,"Rapides Parish, LA",22079
2022-06-22,754.8840148,Midwest,KS,"Reno County, KS",20155
2022-06-22,933.3336833,South,GA,"Richmond County, GA",13245
2022-06-22,293.8550176,West,CA,"Riverside County, CA",6065
2022-06-22,643.4232026,West,CA,"Sacramento County, CA",6067
2022-06-22,539.8224248,Northeast,ME,"Sagadahoc County, ME",23023
2022-06-22,797.1683349,West,UT,"Salt Lake County, UT",49035
2022-06-22,562.5949393,West,CA,"San Diego County, CA",6073
2022-06-22,1458.737795,West,CA,"San Luis Obispo County, CA",6079
2022-06-22,872.3912401,West,CA,"Santa Cruz County, CA",6087
2022-06-22,2947.041925,West,NM,"Santa Fe County, NM",35049
2022-06-22,491.8704195,Midwest,KS,"Sedgwick County, KS",20173
2022-06-22,1250.866947,South,FL,"Seminole County, FL",12117
2022-06-22,551.6773619,Midwest,KS,"Shawnee County, KS",20177
2022-06-22,479.6297522,West,WA,"Skagit County, WA",53057
2022-06-22,1125.475206,West,WA,"Snohomish County, WA",53061
2022-06-22,590.7224602,West,CA,"Sonoma County, CA",6097
2022-06-22,687.9014287,US Territories,VI,"St. Croix Island, VI",78010
2022-06-22,349.2648852,US Territories,VI,"St. John Island, VI",78020
2022-06-22,1702.617665,US Territories,VI,"St. Thomas Island, VI",78030
2022-06-22,760.5862403,South,VA,"Stafford County, VA",51179
2022-06-22,2727.101628,South,NC,"Stanly County, NC",37167
2022-06-22,638.6583671,Northeast,MA,"Suffolk County, MA",25025
2022-06-22,970.6273614,Northeast,NH,"Sullivan County, NH",33019
2022-06-22,1421.683533,South,TN,"Sullivan County, TN",47163
2022-06-22,400.9971769,Midwest,OH,"Summit County, OH",39153
2022-06-22,483.6363569,Midwest,IN,"Tippecanoe County, IN",18157
2022-06-22,538.2483709,South,TX,"Travis County, TX",48453
2022-06-22,469.5050493,South,NC,"Vance County, NC",37181
2022-06-22,558.1614085,Midwest,IN,"Vigo County, IN",18167
2022-06-22,285.3742473,Northeast,ME,"Waldo County, ME",23027
2022-06-22,689.7386817,South,MD,"Washington County, MD",24043
2022-06-22,1006.351817,Northeast,ME,"Washington County, ME",23029
2022-06-22,561.5442723,Northeast,RI,"Washington County, RI",44009
2022-06-22,604.6143691,South,DC,"Washington, DC",11001
2022-06-22,898.2508502,West,NV,"Washoe County, NV",32031
2022-06-22,246.0492342,South,TX,"Webb County, TX",48479
2022-06-22,316.5841459,Northeast,PA,"Westmoreland County, PA",42129
2022-06-22,542.6180615,Midwest,IL,"Winnebago County, IL",17201
2022-06-22,1316.426401,South,VA,"Wise County, VA",51195
2022-06-22,754.2610349,Northeast,MA,"Worcester County, MA",25027
2022-06-22,743.2612102,West,OR,"Yamhill County, OR",41071
2022-06-22,1144.7268,West,AZ,"Yavapai County, AZ",4025
2022-06-22,874.4796944,Northeast,ME,"York County, ME",23031
2022-06-29,1647.913209,West,ID,"Ada County, ID",16001
2022-06-29,717.1251857,West,CA,"Alameda County, CA",6001
2022-06-29,684.4272127,South,VA,"Alexandria City, VA",51510
2022-06-29,479.8550712,South,MD,"Allegany County, MD",24001
2022-06-29,1221.198349,South,VA,"Alleghany County, VA",51005
2022-06-29,1336.432996,Midwest,KS,"Allen County, KS",20001
2022-06-29,1147.545932,Northeast,ME,"Androscoggin County, ME",23001
2022-06-29,695.5009783,South,MD,"Anne Arundel County, MD",24003
2022-06-29,845.1735186,South,VA,"Arlington County, VA",51013
2022-06-29,492.6553248,Northeast,ME,"Aroostook County, ME",23003
2022-06-29,890.6150599,Northeast,MA,"Barnstable County, MA",25001
2022-06-29,505.4545273,South,OK,"Beckham County, OK",40009
2022-06-29,889.0587143,Northeast,VT,"Bennington County, VT",50003
2022-06-29,1477.172757,South,AR,"Benton County, AR",5007
2022-06-29,1316.254602,West,WA,"Benton County, WA",53005
2022-06-29,543.4817,Northeast,MA,"Berkshire County, MA",25003
2022-06-29,487.4013831,West,NM,"Bernalillo County, NM",35001
2022-06-29,792.8975952,South,TN,"Bradley County, TN",47011
2022-06-29,256.492687,Northeast,MA,"Bristol County, MA",25005
2022-06-29,1271.377054,Northeast,RI,"Bristol County, RI",44001
2022-06-29,572.9383129,Northeast,PA,"Butler County, PA",42019
2022-06-29,1541.376723,Midwest,MO,"Cape Girardeau County, MO",29031
2022-06-29,753.9451486,Northeast,NH,"Carroll County, NH",33003
2022-06-29,483.3584092,South,OK,"Carter County, OK",40019
2022-06-29,930.5114363,Northeast,PA,"Chester County, PA",42029
2022-06-29,1365.665055,Northeast,VT,"Chittenden County, VT",50007
2022-06-29,712.1017489,West,NV,"Clark County, NV",32003
2022-06-29,1473.778153,West,WA,"Clark County, WA",53011
2022-06-29,978.5457952,West,CA,"Contra Costa County, CA",6013
2022-06-29,394.1958309,Midwest,IL,"Cook County, IL",17031
2022-06-29,725.624634,Northeast,ME,"Cumberland County, ME",23005
2022-06-29,731.4834413,South,NC,"Cumberland County, NC",37051
2022-06-29,303.7976328,West,MT,"Custer County, MT",30017
2022-06-29,687.091806,Midwest,MN,"Dakota County, MN",27037
2022-06-29,307.1793974,South,TX,"Dallas County, TX",48113
2022-06-29,619.7433411,Midwest,WI,"Dane County, WI",55025
2022-06-29,713.2136511,Northeast,PA,"Dauphin County, PA",42043
2022-06-29,753.4787978,South,TN,"Davidson County, TN",47037
2022-06-29,1252.500965,West,UT,"Davis County, UT",49011
2022-06-29,1077.987127,South,GA,"DeKalb County, GA",13089
2022-06-29,965.5144057,Midwest,IN,"Delaware County, IN",18035
2022-06-29,1228.698665,Midwest,IN,"Dubois County, IN",18037
2022-06-29,817.9176173,South,NC,"Duplin County, NC",37061
2022-06-29,977.4205842,South,LA,"East Baton Rouge Parish, LA",22033
2022-06-29,1024.496188,West,CA,"El Dorado County, CA",6017
2022-06-29,391.3808192,South,TX,"El Paso County, TX",48141
2022-06-29,349.2362657,Northeast,PA,"Erie County, PA",42049
2022-06-29,1003.035892,Northeast,MA,"Essex County, MA",25009
2022-06-29,535.3034576,Northeast,NJ,"Essex County, NJ",34013
2022-06-29,690.1808494,Northeast,CT,"Fairfield County, CT",9001
2022-06-29,909.1499773,South,SC,"Florence County, SC",45041
2022-06-29,351.2057824,Midwest,KS,"Ford County, KS",20057
2022-06-29,716.3600683,Northeast,MA,"Franklin County, MA",25011
2022-06-29,692.5106256,Northeast,PA,"Franklin County, PA",42055
2022-06-29,814.4447224,South,VA,"Franklin County, VA",51067
2022-06-29,1281.381663,Northeast,VT,"Franklin County, VT",50011
2022-06-29,692.8193088,South,VA,"Frederick County, VA",51069
2022-06-29,602.4213513,West,CO,"Garfield County, CO",8045
2022-06-29,484.1329006,South,SC,"Georgetown County, SC",45043
2022-06-29,543.3839972,South,SC,"Greenville County, SC",45045
2022-06-29,739.2956102,South,SC,"Greenwood County, SC",45047
2022-06-29,926.0532633,Midwest,IN,"Hamilton County, IN",18057
2022-06-29,1466.079224,South,TN,"Hamilton County, TN",47065
2022-06-29,920.5711114,Northeast,MA,"Hampden County, MA",25013
2022-06-29,524.6667805,Northeast,MA,"Hampshire County, MA",25015
2022-06-29,884.1928892,Northeast,ME,"Hancock County, ME",23009
2022-06-29,931.0437826,South,VA,"Hanover County, VA",51085
2022-06-29,1242.921392,South,KY,"Harrison County, KY",21097
2022-06-29,567.4200109,Northeast,CT,"Hartford County, CT",9003
2022-06-29,1269.696194,West,HI,"Hawaii County, HI",15001
2022-06-29,668.3891765,Midwest,MN,"Hennepin County, MN",27053
2022-06-29,917.3959637,South,FL,"Hillsborough County, FL",12057
2022-06-29,948.8431668,South,MS,"Hinds County, MS",28049
2022-06-29,932.0320266,West,HI,"Honolulu County, HI",15003
2022-06-29,1756.47214,Northeast,PA,"Indiana County, PA",42063
2022-06-29,866.9366621,Midwest,KS,"Johnson County, KS",20091
2022-06-29,427.5785372,Midwest,IL,"Kankakee County, IL",17091
2022-06-29,2190.455522,West,HI,"Kauai County, HI",15007
2022-06-29,860.2365289,Northeast,ME,"Kennebec County, ME",23011
2022-06-29,1160.620543,Northeast,RI,"Kent County, RI",44003
2022-06-29,781.749219,South,KY,"Kenton County, KY",21117
2022-06-29,352.7675021,West,CA,"Kings County, CA",6031
2022-06-29,1159.375539,Northeast,ME,"Knox County, ME",23013
2022-06-29,413.5914421,Midwest,IN,"Kosciusko County, IN",18085
2022-06-29,241.4609746,West,AZ,"La Paz County, AZ",4012
2022-06-29,559.8880737,Northeast,PA,"Lackawanna County, PA",42069
2022-06-29,275.1561216,West,CA,"Lake County, CA",6033
2022-06-29,346.443991,Midwest,IN,"Lake County, IN",18089
2022-06-29,1622.360093,West,ID,"Latah County, ID",16057
2022-06-29,613.3079814,Midwest,MI,"Leelanau County, MI",26089
2022-06-29,1664.302837,Northeast,ME,"Lincoln County, ME",23015
2022-06-29,2096.930383,West,NM,"Los Alamos County, NM",35028
2022-06-29,603.8236458,West,CA,"Los Angeles County, CA",6037
2022-06-29,942.1597251,South,VA,"Loudoun County, VA",51107
2022-06-29,501.0463113,Northeast,PA,"Luzerne County, PA",42079
2022-06-29,824.9375622,South,AL,"Madison County, AL",1089
2022-06-29,635.1717402,Midwest,WI,"Marathon County, WI",55073
2022-06-29,4454.967899,West,WA,"Mason County, WA",53045
2022-06-29,753.1053831,Northeast,NH,"Merrimack County, NH",33013
2022-06-29,1073.106085,South,FL,"Miami-Dade County, FL",12086
2022-06-29,480.8074333,Northeast,CT,"Middlesex County, CT",9007
2022-06-29,867.499799,Northeast,MA,"Middlesex County, MA",25017
2022-06-29,716.7114058,Northeast,NJ,"Middlesex County, NJ",34023
2022-06-29,830.770896,Midwest,SD,"Minnehaha County, SD",46099
2022-06-29,662.6401313,South,AR,"Mississippi County, AR",5093
2022-06-29,525.7962058,West,AZ,"Mohave County, AZ",4015
2022-06-29,1112.213678,Northeast,NJ,"Monmouth County, NJ",34025
2022-06-29,961.0736694,Midwest,IN,"Monroe County, IN",18105
2022-06-29,736.6049113,West,CA,"Monterey County, CA",6053
2022-06-29,752.6969077,Northeast,PA,"Montgomery County, PA",42091
2022-06-29,1176.575022,West,OR,"Multnomah County, OR",41051
2022-06-29,1501.498455,Northeast,MA,"Nantucket County, MA",25019
2022-06-29,513.5704647,South,DE,"New Castle County, DE",10003
2022-06-29,809.8677851,Northeast,CT,"New Haven County, CT",9009
2022-06-29,1085.829886,Northeast,CT,"New London County, CT",9011
2022-06-29,444.858775,South,WV,"Ohio County, WV",54069
2022-06-29,783.1566617,South,OK,"Oklahoma County, OK",40109
2022-06-29,1536.182257,South,FL,"Orange County, FL",12095
2022-06-29,898.3726627,Northeast,VT,"Orleans County, VT",50019
2022-06-29,866.2703054,Northeast,ME,"Oxford County, ME",23017
2022-06-29,621.927608,Northeast,NJ,"Passaic County, NJ",34031
2022-06-29,1030.613946,Midwest,SD,"Pennington County, SD",46103
2022-06-29,1108.603649,Northeast,ME,"Penobscot County, ME",23019
2022-06-29,823.7534481,Midwest,IL,"Peoria County, IL",17143
2022-06-29,712.045356,South,VA,"Petersburg city, VA",51730
2022-06-29,521.0247412,West,AZ,"Pima County, AZ",4019
2022-06-29,964.0185071,South,FL,"Pinellas County, FL",12103
2022-06-29,6273.456547,Northeast,ME,"Piscataquis County, ME",23021
2022-06-29,1101.362528,Northeast,MA,"Plymouth County, MA",25023
2022-06-29,556.2396312,Midwest,IA,"Polk County, IA",19153
2022-06-29,727.76936,Northeast,RI,"Providence County, RI",44007
2022-06-29,1194.196092,South,AR,"Pulaski County, AR",5119
2022-06-29,835.313597,South,VA,"Pulaski County, VA",51155
2022-06-29,1205.301198,South,LA,"Rapides Parish, LA",22079
2022-06-29,1005.417494,Midwest,KS,"Reno County, KS",20155
2022-06-29,804.9652681,South,GA,"Richmond County, GA",13245
2022-06-29,316.9718424,West,CA,"Riverside County, CA",6065
2022-06-29,544.2377447,West,CA,"Sacramento County, CA",6067
2022-06-29,631.3162881,Northeast,ME,"Sagadahoc County, ME",23023
2022-06-29,788.5520847,West,CA,"San Diego County, CA",6073
2022-06-29,1308.474248,West,CA,"San Luis Obispo County, CA",6079
2022-06-29,774.4526976,West,CA,"Santa Cruz County, CA",6087
2022-06-29,3447.450477,West,NM,"Santa Fe County, NM",35049
2022-06-29,432.3884743,Midwest,KS,"Sedgwick County, KS",20173
2022-06-29,1124.178142,South,FL,"Seminole County, FL",12117
2022-06-29,777.9524125,Midwest,KS,"Shawnee County, KS",20177
2022-06-29,812.9849068,West,WA,"Skagit County, WA",53057
2022-06-29,1324.86289,West,WA,"Snohomish County, WA",53061
2022-06-29,663.2004514,West,CA,"Sonoma County, CA",6097
2022-06-29,754.2281757,US Territories,VI,"St. Croix Island, VI",78010
2022-06-29,722.3400509,US Territories,VI,"St. John Island, VI",78020
2022-06-29,531.0869167,Midwest,IN,"St. Joseph County, IN",18141
2022-06-29,630.4802511,South,MD,"St. Mary's County, MD",24037
2022-06-29,2772.015445,US Territories,VI,"St. Thomas Island, VI",78030
2022-06-29,731.7680106,South,VA,"Stafford County, VA",51179
2022-06-29,1465.476552,South,NC,"Stanly County, NC",37167
2022-06-29,682.3868617,Northeast,MA,"Suffolk County, MA",25025
2022-06-29,1270.715803,Northeast,NH,"Sullivan County, NH",33019
2022-06-29,1287.433473,South,TN,"Sullivan County, TN",47163
2022-06-29,515.5829386,Midwest,OH,"Summit County, OH",39153
2022-06-29,651.4672317,Midwest,IN,"Tippecanoe County, IN",18157
2022-06-29,512.0262111,South,TX,"Travis County, TX",48453
2022-06-29,679.4915987,South,NC,"Vance County, NC",37181
2022-06-29,753.622966,Midwest,IN,"Vigo County, IN",18167
2022-06-29,329.6103906,Northeast,ME,"Waldo County, ME",23027
2022-06-29,567.2629948,South,MD,"Washington County, MD",24043
2022-06-29,607.5066849,Northeast,ME,"Washington County, ME",23029
2022-06-29,435.9719408,Northeast,RI,"Washington County, RI",44009
2022-06-29,609.7723348,South,DC,"Washington, DC",11001
2022-06-29,873.6507639,West,NV,"Washoe County, NV",32031
2022-06-29,996.4571945,Midwest,IN,"Wayne County, IN",18177
2022-06-29,224.4767229,South,TX,"Webb County, TX",48479
2022-06-29,377.6287367,Northeast,PA,"Westmoreland County, PA",42129
2022-06-29,786.1827072,Midwest,IL,"Winnebago County, IL",17201
2022-06-29,2701.112278,South,VA,"Wise County, VA",51195
2022-06-29,414.11024,Midwest,IA,"Woodbury County, IA",19193
2022-06-29,867.5563585,Northeast,MA,"Worcester County, MA",25027
2022-06-29,578.3317414,West,OR,"Yamhill County, OR",41071
2022-06-29,1182.578434,West,AZ,"Yavapai County, AZ",4025
2022-06-29,999.8449965,Northeast,ME,"York County, ME",23031
2022-07-06,1342.713684,West,ID,"Ada County, ID",16001
2022-07-06,844.6640147,West,CA,"Alameda County, CA",6001
2022-07-06,799.530338,South,VA,"Alexandria City, VA",51510
2022-07-06,641.3673864,South,MD,"Allegany County, MD",24001
2022-07-06,967.5416356,South,VA,"Alleghany County, VA",51005
2022-07-06,2398.416976,Midwest,KS,"Allen County, KS",20001
2022-07-06,341.7437364,South,SC,"Anderson County, SC",45007
2022-07-06,803.7747961,Northeast,ME,"Androscoggin County, ME",23001
2022-07-06,778.6490578,South,MD,"Anne Arundel County, MD",24003
2022-07-06,1570.111273,West,CO,"Arapahoe County, CO",8005
