sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2020-07-08,39.76987867,Midwest,IN,"Steuben County, IN",18151
2020-07-08,33.02073309,Northeast,MA,"Suffolk County, MA",25025
2020-07-08,39.8595254,Northeast,NJ,"Union County, NJ",34039
2020-07-08,2.926199014,Northeast,RI,"Washington County, RI",44009
2020-07-15,19.81184598,Northeast,MA,"Berkshire County, MA",25003
2020-07-15,134.9872493,Northeast,PA,"Dauphin County, PA",42043
2020-07-15,120.6063356,West,NV,"Elko County, NV",32007
2020-07-15,59.70138955,Northeast,PA,"Erie County, PA",42049
2020-07-15,36.71358782,Northeast,NJ,"Essex County, NJ",34013
2020-07-15,35.14640534,Northeast,MA,"Hampshire County, MA",25015
2020-07-15,159.7906042,Midwest,MN,"Hennepin County, MN",27053
2020-07-15,54.64746823,Northeast,PA,"Indiana County, PA",42063
2020-07-15,293.3209033,South,KY,"Jefferson County, KY",21111
2020-07-15,202.1162446,Midwest,IN,"Lake County, IN",18089
2020-07-15,243.917416,West,ID,"Latah County, ID",16057
2020-07-15,903.209743,South,FL,"Miami-Dade County, FL",12086
2020-07-15,52.55170331,West,CA,"Monterey County, CA",6053
2020-07-15,94.35714201,South,DE,"New Castle County, DE",10003
2020-07-15,275.2547084,South,FL,"Palm Beach County, FL",12099
2020-07-15,55.54263733,West,MT,"Park County, MT",30067
2020-07-15,50.23091967,Midwest,IL,"Peoria County, IL",17143
2020-07-15,61.72715674,West,CA,"Placer County, CA",6061
2020-07-15,264.4616449,West,CA,"San Luis Obispo County, CA",6079
2020-07-15,62.82798703,West,CA,"Santa Cruz County, CA",6087
2020-07-15,44.09832881,Midwest,IN,"Steuben County, IN",18151
2020-07-15,28.52168438,Northeast,MA,"Suffolk County, MA",25025
2020-07-22,82.80726623,Northeast,PA,"Dauphin County, PA",42043
2020-07-22,160.0647991,West,NV,"Elko County, NV",32007
2020-07-22,35.05571174,Northeast,PA,"Erie County, PA",42049
2020-07-22,24.8899978,Northeast,NJ,"Essex County, NJ",34013
2020-07-22,57.86483281,Northeast,CT,"Fairfield County, CT",9001
2020-07-22,207.2911362,Northeast,PA,"Franklin County, PA",42055
2020-07-22,149.3009933,South,TN,"Hamilton County, TN",47065
2020-07-22,198.7628374,Midwest,MN,"Hennepin County, MN",27053
2020-07-22,42.49292842,Northeast,PA,"Indiana County, PA",42063
2020-07-22,186.7727583,South,KY,"Jefferson County, KY",21111
2020-07-22,0,Northeast,ME,"Kennebec County, ME",23011
2020-07-22,147.7759749,Midwest,IN,"Lake County, IN",18089
2020-07-22,611.0601146,South,FL,"Miami-Dade County, FL",12086
2020-07-22,154.2869337,West,CA,"Monterey County, CA",6053
2020-07-22,8.296807893,Northeast,PA,"Montgomery County, PA",42091
2020-07-22,107.715073,West,OR,"Multnomah County, OR",41051
2020-07-22,5.973581949,Northeast,NY,"Nassau County, NY",36059
2020-07-22,75.61971755,South,DE,"New Castle County, DE",10003
2020-07-22,22.19445753,West,MT,"Park County, MT",30067
2020-07-22,92.97651058,Midwest,IL,"Peoria County, IL",17143
2020-07-22,92.73095061,West,CA,"Placer County, CA",6061
2020-07-22,40.18748641,Midwest,IN,"Steuben County, IN",18151
2020-07-22,30.1305784,Northeast,MA,"Suffolk County, MA",25025
2020-07-22,18.35254535,Northeast,NJ,"Union County, NJ",34039
2020-07-22,8.3200685,Northeast,RI,"Washington County, RI",44009
2020-07-29,62.04539762,West,CO,"Arapahoe County, CO",8005
2020-07-29,245.5044627,West,NV,"Elko County, NV",32007
2020-07-29,48.87574652,Northeast,PA,"Erie County, PA",42049
2020-07-29,19.81261885,Northeast,MA,"Hampshire County, MA",25015
2020-07-29,44.23718006,Northeast,PA,"Indiana County, PA",42063
2020-07-29,120.3180561,West,OR,"Jackson County, OR",41029
2020-07-29,0.463067659,Northeast,ME,"Kennebec County, ME",23011
2020-07-29,146.1396835,Midwest,IN,"Lake County, IN",18089
2020-07-29,430.1416895,South,FL,"Miami-Dade County, FL",12086
2020-07-29,42.130216,West,CA,"Monterey County, CA",6053
2020-07-29,124.3294486,West,OR,"Multnomah County, OR",41051
2020-07-29,100.9599021,South,DE,"New Castle County, DE",10003
2020-07-29,23.24498225,West,MT,"Park County, MT",30067
2020-07-29,109.3394405,Midwest,IL,"Peoria County, IL",17143
2020-07-29,47.68536011,West,CA,"Placer County, CA",6061
2020-07-29,31.05873314,West,CA,"Santa Cruz County, CA",6087
2020-07-29,160.6472577,West,WA,"Skagit County, WA",53057
2020-07-29,51.70142178,Midwest,IN,"Steuben County, IN",18151
2020-07-29,38.52356666,Northeast,MA,"Suffolk County, MA",25025
2020-07-29,5.549004836,Northeast,RI,"Washington County, RI",44009
2020-08-05,34.73156132,West,CO,"Arapahoe County, CO",8005
2020-08-05,0,Northeast,MA,"Berkshire County, MA",25003
2020-08-05,110.2175879,Northeast,PA,"Dauphin County, PA",42043
2020-08-05,304.4728848,West,NV,"Elko County, NV",32007
2020-08-05,38.86552685,Northeast,PA,"Erie County, PA",42049
2020-08-05,1.378370345,Northeast,MA,"Essex County, MA",25009
2020-08-05,97.16334873,Northeast,CT,"Fairfield County, CT",9001
2020-08-05,164.5406809,Northeast,PA,"Franklin County, PA",42055
2020-08-05,209.6227359,South,TN,"Hamilton County, TN",47065
2020-08-05,159.7389891,Midwest,MN,"Hennepin County, MN",27053
2020-08-05,18.22729333,Northeast,PA,"Indiana County, PA",42063
2020-08-05,187.2621864,West,OR,"Jackson County, OR",41029
2020-08-05,220.8977866,South,KY,"Jefferson County, KY",21111
2020-08-05,1.852270637,Northeast,ME,"Kennebec County, ME",23011
2020-08-05,158.0970934,Midwest,IN,"Lake County, IN",18089
2020-08-05,329.3936966,South,FL,"Miami-Dade County, FL",12086
2020-08-05,5.704339944,West,CA,"Monterey County, CA",6053
2020-08-05,21.2015815,Northeast,PA,"Montgomery County, PA",42091
2020-08-05,110.1388344,West,OR,"Multnomah County, OR",41051
2020-08-05,4.837590785,Northeast,MA,"Nantucket County, MA",25019
2020-08-05,1.320896111,Northeast,NY,"Nassau County, NY",36059
2020-08-05,150.2796248,South,DE,"New Castle County, DE",10003
2020-08-05,10.19302459,West,MT,"Park County, MT",30067
2020-08-05,263.4464462,Midwest,IL,"Peoria County, IL",17143
2020-08-05,49.71758142,West,CA,"Placer County, CA",6061
2020-08-05,21.56893277,West,CA,"Santa Cruz County, CA",6087
2020-08-05,546.9949157,South,TN,"Shelby County, TN",47157
2020-08-05,134.1439608,Midwest,IN,"Steuben County, IN",18151
2020-08-05,53.02889286,Northeast,MA,"Suffolk County, MA",25025
2020-08-05,11.05196132,Northeast,NJ,"Union County, NJ",34039
2020-08-05,5.678008922,Northeast,RI,"Washington County, RI",44009
2020-08-12,20.64866955,West,CO,"Arapahoe County, CO",8005
2020-08-12,0,Northeast,MA,"Berkshire County, MA",25003
2020-08-12,0,Northeast,VT,"Chittenden County, VT",50007
2020-08-12,95.27245117,Northeast,PA,"Dauphin County, PA",42043
2020-08-12,404.4117011,West,NV,"Elko County, NV",32007
2020-08-12,30.06262378,Northeast,PA,"Erie County, PA",42049
2020-08-12,4.594567818,Northeast,MA,"Essex County, MA",25009
2020-08-12,27.01683451,Northeast,CT,"Fairfield County, CT",9001
2020-08-12,97.14927861,Midwest,MN,"Hennepin County, MN",27053
2020-08-12,4.855377837,Northeast,PA,"Indiana County, PA",42063
2020-08-12,127.1434644,West,OR,"Jackson County, OR",41029
2020-08-12,203.6870487,South,KY,"Jefferson County, KY",21111
2020-08-12,3.142566769,Northeast,ME,"Kennebec County, ME",23011
2020-08-12,189.2798808,Midwest,IN,"Lake County, IN",18089
2020-08-12,210.4436464,South,FL,"Miami-Dade County, FL",12086
2020-08-12,5.76051378,West,CA,"Monterey County, CA",6053
2020-08-12,84.93341952,West,OR,"Multnomah County, OR",41051
2020-08-12,73.17738497,South,DE,"New Castle County, DE",10003
2020-08-12,106.8440346,South,FL,"Palm Beach County, FL",12099
2020-08-12,10.77421259,West,MT,"Park County, MT",30067
2020-08-12,281.3060716,Midwest,IL,"Peoria County, IL",17143
2020-08-12,53.33400073,West,CA,"Placer County, CA",6061
2020-08-12,117.297601,West,CA,"Sacramento County, CA",6067
2020-08-12,17.40443185,West,CA,"Santa Cruz County, CA",6087
2020-08-12,178.6521187,South,TN,"Shelby County, TN",47157
2020-08-12,213.545112,South,VA,"Stafford County, VA",51179
2020-08-12,143.3556456,Midwest,IN,"Steuben County, IN",18151
2020-08-12,48.36694139,Northeast,MA,"Suffolk County, MA",25025
2020-08-12,6.490693608,Northeast,RI,"Washington County, RI",44009
2020-08-19,0,Northeast,VT,"Chittenden County, VT",50007
2020-08-19,57.96353119,Northeast,PA,"Dauphin County, PA",42043
2020-08-19,203.6934829,West,NV,"Elko County, NV",32007
2020-08-19,41.81001614,Northeast,PA,"Erie County, PA",42049
2020-08-19,2.008342005,Northeast,MA,"Essex County, MA",25009
2020-08-19,4.589603988,Northeast,CT,"Fairfield County, CT",9001
2020-08-19,265.5647004,South,TN,"Hamilton County, TN",47065
2020-08-19,31.22380651,Northeast,MA,"Hampshire County, MA",25015
2020-08-19,88.01501117,Midwest,MN,"Hennepin County, MN",27053
2020-08-19,10.42303043,Northeast,PA,"Indiana County, PA",42063
2020-08-19,134.5086,West,OR,"Jackson County, OR",41029
2020-08-19,220.4807359,South,KY,"Jefferson County, KY",21111
2020-08-19,12.86159573,Northeast,ME,"Kennebec County, ME",23011
2020-08-19,174.8562856,Midwest,IN,"Lake County, IN",18089
2020-08-19,458.0154567,West,ID,"Latah County, ID",16057
2020-08-19,128.3229295,South,FL,"Miami-Dade County, FL",12086
2020-08-19,4.128089194,West,CA,"Monterey County, CA",6053
2020-08-19,19.78387648,Northeast,PA,"Montgomery County, PA",42091
2020-08-19,71.41770263,West,OR,"Multnomah County, OR",41051
2020-08-19,0,Northeast,NY,"Nassau County, NY",36059
2020-08-19,40.80541147,South,DE,"New Castle County, DE",10003
2020-08-19,16.38186999,West,MT,"Park County, MT",30067
2020-08-19,210.1577874,Midwest,IL,"Peoria County, IL",17143
2020-08-19,50.75340921,West,CA,"Placer County, CA",6061
2020-08-19,84.24906076,West,CA,"Sacramento County, CA",6067
2020-08-19,16.74286538,West,CA,"Santa Cruz County, CA",6087
2020-08-19,124.3165695,South,TN,"Shelby County, TN",47157
2020-08-19,87.4833002,West,WA,"Skagit County, WA",53057
2020-08-19,166.7479626,South,VA,"Stafford County, VA",51179
2020-08-19,190.8852583,Midwest,IN,"Steuben County, IN",18151
2020-08-19,49.12771462,Northeast,MA,"Suffolk County, MA",25025
2020-08-19,104.0030628,West,MT,"Teton County, MT",30099
2020-08-19,11.77462997,Northeast,NJ,"Union County, NJ",34039
2020-08-19,1.957663257,Northeast,RI,"Washington County, RI",44009
2020-08-26,34.20686125,West,CO,"Arapahoe County, CO",8005
2020-08-26,0,Northeast,MA,"Berkshire County, MA",25003
2020-08-26,0,Northeast,VT,"Chittenden County, VT",50007
2020-08-26,68.09813425,Northeast,PA,"Dauphin County, PA",42043
2020-08-26,101.3508932,West,NV,"Elko County, NV",32007
2020-08-26,55.30463043,Northeast,PA,"Erie County, PA",42049
2020-08-26,3.438800203,Northeast,MA,"Essex County, MA",25009
2020-08-26,5.25268,Northeast,CT,"Fairfield County, CT",9001
2020-08-26,49.02968403,Northeast,PA,"Franklin County, PA",42055
2020-08-26,81.13442316,Midwest,MN,"Hennepin County, MN",27053
2020-08-26,63.57134634,Northeast,PA,"Indiana County, PA",42063
2020-08-26,292.8683214,West,OR,"Jackson County, OR",41029
2020-08-26,237.2690317,South,KY,"Jefferson County, KY",21111
2020-08-26,226.0557928,Midwest,IN,"Lake County, IN",18089
2020-08-26,111.8079955,South,FL,"Miami-Dade County, FL",12086
2020-08-26,1.595775762,West,CA,"Monterey County, CA",6053
2020-08-26,11.88695455,Northeast,MA,"Nantucket County, MA",25019
2020-08-26,51.89147374,South,DE,"New Castle County, DE",10003
2020-08-26,85.08165736,West,MT,"Park County, MT",30067
2020-08-26,124.5297823,Midwest,IL,"Peoria County, IL",17143
2020-08-26,61.86437806,West,CA,"Placer County, CA",6061
2020-08-26,84.1284771,West,CA,"Sacramento County, CA",6067
2020-08-26,39.96846877,West,CA,"Santa Cruz County, CA",6087
2020-08-26,119.8035106,South,TN,"Shelby County, TN",47157
2020-08-26,206.4243259,South,VA,"Stafford County, VA",51179
2020-08-26,524.8309904,Midwest,IN,"Steuben County, IN",18151
2020-08-26,51.05692029,Northeast,MA,"Suffolk County, MA",25025
2020-08-26,0.14960834,Northeast,RI,"Washington County, RI",44009
2020-09-02,0,Northeast,MA,"Berkshire County, MA",25003
2020-09-02,0,Northeast,VT,"Chittenden County, VT",50007
2020-09-02,90.50794679,Northeast,PA,"Dauphin County, PA",42043
2020-09-02,101.1544332,West,NV,"Elko County, NV",32007
2020-09-02,26.32520643,Northeast,PA,"Erie County, PA",42049
2020-09-02,1.556299787,Northeast,MA,"Essex County, MA",25009
2020-09-02,20.85060658,Northeast,CT,"Fairfield County, CT",9001
2020-09-02,79.22035405,Northeast,PA,"Franklin County, PA",42055
2020-09-02,161.5723063,South,TN,"Hamilton County, TN",47065
2020-09-02,84.52099767,Midwest,MN,"Hennepin County, MN",27053
2020-09-02,215.3593349,Northeast,PA,"Indiana County, PA",42063
2020-09-02,184.0687504,West,OR,"Jackson County, OR",41029
2020-09-02,186.8552016,South,KY,"Jefferson County, KY",21111
2020-09-02,193.990449,Midwest,IN,"Lake County, IN",18089
2020-09-02,266.597147,West,ID,"Latah County, ID",16057
2020-09-02,97.62224135,South,FL,"Miami-Dade County, FL",12086
2020-09-02,5.057756978,West,CA,"Monterey County, CA",6053
2020-09-02,16.75687712,Northeast,PA,"Montgomery County, PA",42091
2020-09-02,73.89110277,West,OR,"Multnomah County, OR",41051
2020-09-02,27.95308164,Northeast,MA,"Nantucket County, MA",25019
2020-09-02,85.85414068,South,DE,"New Castle County, DE",10003
2020-09-02,328.4936795,West,MT,"Park County, MT",30067
2020-09-02,154.7643694,Midwest,IL,"Peoria County, IL",17143
2020-09-02,49.57144498,West,CA,"Placer County, CA",6061
2020-09-02,98.14488794,West,CA,"Sacramento County, CA",6067
2020-09-02,20.83907587,West,CA,"Santa Cruz County, CA",6087
2020-09-02,98.39231553,South,TN,"Shelby County, TN",47157
2020-09-02,128.5355449,South,VA,"Stafford County, VA",51179
2020-09-02,165.2811125,Midwest,IN,"Steuben County, IN",18151
2020-09-02,74.32403604,Northeast,MA,"Suffolk County, MA",25025
2020-09-02,169.225276,West,MT,"Teton County, MT",30099
2020-09-02,15.74729194,Northeast,NJ,"Union County, NJ",34039
2020-09-02,0,Northeast,RI,"Washington County, RI",44009
2020-09-09,38.44183483,West,CO,"Arapahoe County, CO",8005
2020-09-09,1.356302815,Northeast,VT,"Chittenden County, VT",50007
2020-09-09,63.34975941,Northeast,PA,"Dauphin County, PA",42043
2020-09-09,78.39552181,West,NV,"Elko County, NV",32007
2020-09-09,10.19391166,Northeast,PA,"Erie County, PA",42049
2020-09-09,2.786398945,Northeast,MA,"Essex County, MA",25009
2020-09-09,92.77289174,Northeast,PA,"Franklin County, PA",42055
2020-09-09,1.81292568,Northeast,MA,"Hampshire County, MA",25015
2020-09-09,82.02026077,Midwest,MN,"Hennepin County, MN",27053
2020-09-09,368.1209201,Northeast,PA,"Indiana County, PA",42063
2020-09-09,80.69919411,West,OR,"Jackson County, OR",41029
2020-09-09,101.6700205,South,KY,"Jefferson County, KY",21111
2020-09-09,86.23972927,Midwest,IN,"Lake County, IN",18089
2020-09-09,68.28766031,South,FL,"Miami-Dade County, FL",12086
2020-09-09,18.00766386,West,CA,"Monterey County, CA",6053
2020-09-09,105.6690475,West,OR,"Multnomah County, OR",41051
2020-09-09,20.73333893,Northeast,MA,"Nantucket County, MA",25019
2020-09-09,0,Northeast,NY,"Nassau County, NY",36059
2020-09-09,71.77884777,South,DE,"New Castle County, DE",10003
2020-09-09,8.981615707,South,FL,"Palm Beach County, FL",12099
2020-09-09,98.302546,West,MT,"Park County, MT",30067
2020-09-09,242.0579118,Midwest,IL,"Peoria County, IL",17143
2020-09-09,42.19996408,West,CA,"Placer County, CA",6061
2020-09-09,92.32403323,West,CA,"Sacramento County, CA",6067
2020-09-09,22.11805116,West,CA,"Santa Cruz County, CA",6087
2020-09-09,94.98349155,South,TN,"Shelby County, TN",47157
2020-09-09,132.8803523,South,VA,"Stafford County, VA",51179
2020-09-09,42.00674447,Midwest,IN,"Steuben County, IN",18151
2020-09-09,58.14382479,Northeast,MA,"Suffolk County, MA",25025
2020-09-16,20.58200073,West,CO,"Arapahoe County, CO",8005
2020-09-16,5.425211261,Northeast,VT,"Chittenden County, VT",50007
2020-09-16,41.83020985,Northeast,PA,"Dauphin County, PA",42043
2020-09-16,78.26911924,West,NV,"Elko County, NV",32007
2020-09-16,20.8052899,Northeast,PA,"Erie County, PA",42049
2020-09-16,2.082693239,Northeast,MA,"Essex County, MA",25009
2020-09-16,24.1790278,Northeast,CT,"Fairfield County, CT",9001
2020-09-16,53.4212603,South,TN,"Hamilton County, TN",47065
2020-09-16,3.980587662,Northeast,MA,"Hampshire County, MA",25015
2020-09-16,75.18257502,Midwest,MN,"Hennepin County, MN",27053
2020-09-16,549.3759832,Northeast,PA,"Indiana County, PA",42063
2020-09-16,66.34578674,West,OR,"Jackson County, OR",41029
2020-09-16,64.80839197,South,KY,"Jefferson County, KY",21111
2020-09-16,0.493825115,Northeast,ME,"Kennebec County, ME",23011
2020-09-16,107.6077939,Midwest,IN,"Lake County, IN",18089
2020-09-16,328.0858776,West,ID,"Latah County, ID",16057
2020-09-16,63.28096281,South,FL,"Miami-Dade County, FL",12086
2020-09-16,16.86487974,West,CA,"Monterey County, CA",6053
2020-09-16,10.16138621,Northeast,PA,"Montgomery County, PA",42091
2020-09-16,65.2927635,West,OR,"Multnomah County, OR",41051
2020-09-16,12.91785259,Northeast,MA,"Nantucket County, MA",25019
2020-09-16,70.67891426,South,DE,"New Castle County, DE",10003
2020-09-16,26.22477592,West,MT,"Park County, MT",30067
2020-09-16,167.4359513,Midwest,IL,"Peoria County, IL",17143
2020-09-16,29.78287416,West,CA,"Placer County, CA",6061
2020-09-16,89.28952651,West,CA,"Sacramento County, CA",6067
2020-09-16,73.73802074,South,TN,"Shelby County, TN",47157
2020-09-16,98.3379396,South,VA,"Stafford County, VA",51179
2020-09-16,21.68717034,Midwest,IN,"Steuben County, IN",18151
2020-09-16,53.193656,Northeast,MA,"Suffolk County, MA",25025
2020-09-16,161.4399291,West,MT,"Teton County, MT",30099
2020-09-16,15.09417537,Northeast,NJ,"Union County, NJ",34039
2020-09-16,0,Northeast,RI,"Washington County, RI",44009
2020-09-23,43.89505516,West,CO,"Arapahoe County, CO",8005
2020-09-23,1.356302815,Northeast,VT,"Chittenden County, VT",50007
2020-09-23,46.48356741,Northeast,PA,"Dauphin County, PA",42043
2020-09-23,82.2015764,West,NV,"Elko County, NV",32007
2020-09-23,33.98440528,Northeast,PA,"Erie County, PA",42049
2020-09-23,5.544374011,Northeast,MA,"Essex County, MA",25009
2020-09-23,3.510188197,Northeast,MA,"Hampshire County, MA",25015
2020-09-23,82.34042881,Midwest,MN,"Hennepin County, MN",27053
2020-09-23,495.5479152,Northeast,PA,"Indiana County, PA",42063
2020-09-23,66.73205383,West,OR,"Jackson County, OR",41029
2020-09-23,76.35517663,South,KY,"Jefferson County, KY",21111
2020-09-23,2.871616961,Northeast,ME,"Kennebec County, ME",23011
2020-09-23,167.0576964,Midwest,IN,"Lake County, IN",18089
2020-09-23,63.29034093,South,FL,"Miami-Dade County, FL",12086
2020-09-23,3.469480802,West,CA,"Monterey County, CA",6053
2020-09-23,47.56871702,West,OR,"Multnomah County, OR",41051
2020-09-23,9.401806135,Northeast,MA,"Nantucket County, MA",25019
2020-09-23,1.619685695,Northeast,NY,"Nassau County, NY",36059
2020-09-23,73.365711,South,DE,"New Castle County, DE",10003
2020-09-23,92.17805412,West,MT,"Park County, MT",30067
2020-09-23,110.6082016,Midwest,IL,"Peoria County, IL",17143
2020-09-23,26.72636899,West,CA,"Placer County, CA",6061
2020-09-23,57.31123265,West,CA,"Sacramento County, CA",6067
2020-09-23,82.07679222,South,TN,"Shelby County, TN",47157
2020-09-23,64.95622871,South,VA,"Stafford County, VA",51179
2020-09-23,35.15478905,Midwest,IN,"Steuben County, IN",18151
2020-09-23,48.03990051,Northeast,MA,"Suffolk County, MA",25025
